#Coverage	Number of genomic locations
241.0	2.0
242.0	4.0
243.0	3.0
244.0	4.0
245.0	4.0
246.0	2.0
247.0	3.0
248.0	4.0
250.0	7.0
252.0	3.0
253.0	1.0
254.0	2.0
255.0	3.0
256.0	1.0
257.0	2.0
258.0	3.0
259.0	2.0
260.0	4.0
261.0	3.0
262.0	2.0
263.0	4.0
264.0	2.0
265.0	3.0
266.0	1.0
268.0	3.0
269.0	2.0
270.0	4.0
271.0	1.0
272.0	2.0
273.0	1.0
274.0	2.0
275.0	3.0
276.0	1.0
277.0	4.0
278.0	4.0
279.0	2.0
280.0	2.0
281.0	1.0
282.0	7.0
283.0	1.0
284.0	5.0
285.0	2.0
286.0	7.0
287.0	6.0
288.0	6.0
289.0	5.0
290.0	3.0
291.0	3.0
292.0	1.0
293.0	1.0
294.0	2.0
295.0	5.0
296.0	1.0
297.0	2.0
298.0	2.0
299.0	2.0
300.0	1.0
301.0	1.0
302.0	1.0
303.0	2.0
304.0	4.0
306.0	1.0
307.0	3.0
308.0	4.0
309.0	1.0
310.0	1.0
311.0	1.0
312.0	2.0
313.0	1.0
314.0	1.0
315.0	3.0
316.0	2.0
317.0	2.0
318.0	3.0
319.0	4.0
321.0	2.0
322.0	3.0
323.0	1.0
324.0	3.0
325.0	1.0
326.0	1.0
327.0	3.0
328.0	3.0
329.0	1.0
330.0	3.0
331.0	3.0
332.0	2.0
333.0	4.0
334.0	2.0
335.0	2.0
336.0	2.0
337.0	1.0
338.0	5.0
340.0	2.0
341.0	1.0
342.0	4.0
343.0	2.0
344.0	1.0
345.0	4.0
346.0	5.0
347.0	2.0
348.0	1.0
349.0	3.0
350.0	2.0
351.0	4.0
352.0	2.0
353.0	1.0
354.0	2.0
355.0	5.0
356.0	1.0
357.0	2.0
358.0	4.0
359.0	2.0
361.0	2.0
363.0	2.0
364.0	2.0
365.0	2.0
366.0	2.0
367.0	3.0
368.0	2.0
370.0	3.0
371.0	4.0
372.0	3.0
373.0	3.0
374.0	4.0
375.0	1.0
376.0	1.0
377.0	1.0
378.0	1.0
379.0	2.0
380.0	2.0
381.0	3.0
382.0	2.0
383.0	2.0
384.0	4.0
385.0	1.0
386.0	2.0
388.0	1.0
389.0	3.0
390.0	1.0
391.0	1.0
392.0	3.0
393.0	1.0
394.0	3.0
395.0	3.0
396.0	3.0
397.0	1.0
398.0	2.0
399.0	1.0
400.0	2.0
401.0	2.0
402.0	2.0
403.0	2.0
404.0	2.0
405.0	1.0
406.0	1.0
407.0	1.0
408.0	3.0
409.0	3.0
411.0	1.0
412.0	2.0
413.0	1.0
414.0	4.0
415.0	4.0
416.0	1.0
417.0	2.0
418.0	2.0
419.0	1.0
421.0	3.0
422.0	1.0
424.0	2.0
425.0	3.0
426.0	4.0
427.0	2.0
428.0	1.0
429.0	4.0
430.0	3.0
431.0	2.0
434.0	1.0
436.0	2.0
437.0	1.0
438.0	2.0
439.0	1.0
440.0	2.0
441.0	1.0
442.0	4.0
443.0	3.0
444.0	2.0
446.0	1.0
447.0	4.0
449.0	1.0
450.0	2.0
451.0	3.0
452.0	1.0
453.0	2.0
454.0	1.0
455.0	1.0
456.0	5.0
457.0	3.0
458.0	1.0
460.0	2.0
461.0	3.0
462.0	1.0
463.0	4.0
464.0	2.0
465.0	1.0
466.0	2.0
467.0	4.0
468.0	2.0
471.0	1.0
472.0	1.0
473.0	3.0
474.0	3.0
475.0	3.0
476.0	4.0
477.0	1.0
478.0	1.0
479.0	4.0
480.0	4.0
481.0	4.0
482.0	2.0
483.0	3.0
484.0	5.0
485.0	1.0
486.0	2.0
487.0	2.0
488.0	2.0
489.0	3.0
490.0	1.0
491.0	3.0
492.0	3.0
493.0	2.0
494.0	2.0
495.0	1.0
496.0	1.0
497.0	2.0
498.0	3.0
499.0	3.0
500.0	5.0
501.0	1.0
503.0	3.0
504.0	1.0
505.0	1.0
506.0	2.0
507.0	1.0
508.0	4.0
509.0	4.0
510.0	2.0
511.0	3.0
512.0	2.0
513.0	5.0
514.0	6.0
515.0	5.0
516.0	3.0
517.0	4.0
518.0	2.0
519.0	1.0
520.0	1.0
521.0	2.0
522.0	2.0
523.0	1.0
524.0	2.0
525.0	1.0
526.0	5.0
527.0	2.0
528.0	1.0
530.0	4.0
531.0	2.0
532.0	2.0
533.0	1.0
534.0	2.0
535.0	1.0
537.0	2.0
538.0	2.0
539.0	2.0
540.0	3.0
544.0	1.0
545.0	2.0
546.0	1.0
547.0	3.0
548.0	1.0
549.0	1.0
550.0	3.0
551.0	2.0
552.0	2.0
553.0	4.0
554.0	2.0
555.0	2.0
557.0	2.0
559.0	2.0
560.0	1.0
561.0	1.0
562.0	4.0
563.0	1.0
564.0	1.0
565.0	3.0
566.0	1.0
567.0	1.0
568.0	4.0
569.0	4.0
570.0	2.0
571.0	1.0
572.0	3.0
573.0	4.0
574.0	3.0
575.0	2.0
576.0	1.0
577.0	3.0
578.0	2.0
579.0	5.0
580.0	6.0
581.0	3.0
582.0	3.0
583.0	2.0
584.0	4.0
585.0	1.0
586.0	4.0
587.0	3.0
588.0	2.0
589.0	4.0
590.0	2.0
591.0	2.0
592.0	2.0
593.0	3.0
594.0	2.0
595.0	4.0
596.0	2.0
597.0	1.0
598.0	1.0
600.0	2.0
601.0	1.0
602.0	1.0
603.0	2.0
605.0	2.0
606.0	1.0
608.0	2.0
611.0	1.0
612.0	1.0
615.0	3.0
616.0	1.0
617.0	1.0
618.0	4.0
619.0	1.0
621.0	1.0
626.0	1.0
627.0	2.0
629.0	3.0
630.0	2.0
633.0	1.0
634.0	1.0
635.0	1.0
637.0	1.0
638.0	2.0
640.0	2.0
641.0	2.0
642.0	1.0
643.0	1.0
644.0	2.0
645.0	1.0
646.0	2.0
647.0	1.0
648.0	1.0
649.0	2.0
650.0	1.0
651.0	2.0
652.0	1.0
653.0	1.0
655.0	1.0
656.0	1.0
660.0	1.0
662.0	1.0
663.0	1.0
664.0	1.0
665.0	1.0
667.0	3.0
668.0	2.0
670.0	2.0
671.0	2.0
673.0	4.0
674.0	3.0
675.0	1.0
676.0	4.0
678.0	1.0
681.0	1.0
682.0	3.0
688.0	1.0
689.0	1.0
690.0	1.0
691.0	1.0
695.0	2.0
696.0	1.0
697.0	1.0
700.0	3.0
701.0	1.0
704.0	1.0
706.0	1.0
709.0	1.0
711.0	1.0
712.0	1.0
714.0	1.0
715.0	3.0
716.0	1.0
718.0	2.0
719.0	2.0
720.0	1.0
722.0	1.0
725.0	1.0
726.0	1.0
727.0	1.0
728.0	3.0
729.0	2.0
731.0	1.0
733.0	3.0
736.0	1.0
737.0	1.0
740.0	1.0
741.0	2.0
742.0	2.0
744.0	1.0
745.0	1.0
746.0	2.0
747.0	1.0
748.0	1.0
749.0	3.0
750.0	1.0
751.0	2.0
752.0	2.0
754.0	1.0
755.0	1.0
756.0	3.0
757.0	1.0
760.0	2.0
763.0	1.0
764.0	1.0
766.0	1.0
767.0	2.0
772.0	2.0
774.0	1.0
777.0	1.0
778.0	1.0
783.0	3.0
786.0	2.0
788.0	1.0
792.0	1.0
793.0	2.0
796.0	1.0
798.0	2.0
801.0	1.0
802.0	1.0
805.0	1.0
806.0	2.0
807.0	1.0
811.0	1.0
812.0	1.0
815.0	1.0
819.0	1.0
820.0	3.0
823.0	1.0
824.0	3.0
829.0	1.0
832.0	1.0
833.0	1.0
834.0	1.0
837.0	1.0
840.0	1.0
841.0	1.0
844.0	1.0
848.0	1.0
849.0	1.0
850.0	1.0
851.0	1.0
854.0	3.0
855.0	1.0
856.0	1.0
857.0	1.0
860.0	1.0
862.0	1.0
864.0	1.0
865.0	1.0
867.0	1.0
868.0	1.0
870.0	3.0
873.0	1.0
875.0	1.0
876.0	1.0
879.0	1.0
881.0	1.0
882.0	1.0
884.0	1.0
886.0	3.0
888.0	1.0
892.0	1.0
893.0	1.0
895.0	2.0
898.0	1.0
899.0	1.0
900.0	2.0
906.0	1.0
907.0	2.0
908.0	2.0
909.0	1.0
910.0	1.0
911.0	1.0
915.0	2.0
917.0	1.0
918.0	2.0
919.0	2.0
920.0	2.0
921.0	1.0
922.0	1.0
925.0	1.0
930.0	3.0
934.0	2.0
938.0	1.0
940.0	1.0
942.0	1.0
943.0	3.0
944.0	1.0
945.0	1.0
946.0	2.0
951.0	3.0
952.0	1.0
953.0	1.0
954.0	1.0
957.0	1.0
959.0	1.0
960.0	2.0
961.0	1.0
962.0	2.0
964.0	1.0
966.0	2.0
967.0	1.0
970.0	2.0
971.0	1.0
972.0	1.0
973.0	2.0
974.0	2.0
976.0	2.0
978.0	1.0
979.0	1.0
980.0	2.0
983.0	1.0
985.0	1.0
989.0	2.0
993.0	3.0
997.0	1.0
998.0	1.0
1001.0	2.0
1004.0	1.0
1007.0	1.0
1012.0	1.0
1014.0	2.0
1015.0	3.0
1016.0	1.0
1017.0	3.0
1019.0	2.0
1026.0	1.0
1027.0	1.0
1028.0	1.0
1031.0	1.0
1033.0	1.0
1035.0	1.0
1037.0	1.0
1038.0	1.0
1039.0	3.0
1042.0	1.0
1043.0	1.0
1044.0	1.0
1045.0	1.0
1047.0	1.0
1052.0	1.0
1054.0	2.0
1056.0	1.0
1059.0	1.0
1061.0	2.0
1063.0	2.0
1064.0	1.0
1066.0	2.0
1070.0	2.0
1074.0	2.0
1075.0	1.0
1077.0	1.0
1079.0	2.0
1080.0	2.0
1081.0	1.0
1083.0	1.0
1085.0	1.0
1086.0	1.0
1087.0	1.0
1088.0	1.0
1089.0	1.0
1090.0	1.0
1094.0	1.0
1097.0	1.0
1100.0	1.0
1101.0	2.0
1103.0	1.0
1105.0	1.0
1106.0	1.0
1109.0	1.0
1112.0	2.0
1113.0	2.0
1114.0	1.0
1115.0	1.0
1116.0	2.0
1118.0	1.0
1119.0	1.0
1120.0	2.0
1122.0	1.0
1124.0	1.0
1125.0	2.0
1126.0	1.0
1128.0	2.0
1131.0	1.0
1132.0	1.0
1135.0	2.0
1136.0	1.0
1139.0	1.0
1140.0	1.0
1141.0	2.0
1142.0	1.0
1143.0	1.0
1144.0	2.0
1146.0	1.0
1149.0	2.0
1150.0	3.0
1152.0	1.0
1153.0	1.0
1154.0	4.0
1156.0	1.0
1157.0	3.0
1158.0	1.0
1159.0	4.0
1160.0	2.0
1161.0	3.0
1162.0	1.0
1163.0	2.0
1164.0	1.0
1165.0	2.0
1168.0	2.0
1169.0	3.0
1171.0	2.0
1175.0	2.0
1176.0	1.0
1177.0	1.0
1178.0	1.0
1181.0	1.0
1184.0	1.0
1187.0	1.0
1188.0	1.0
1192.0	1.0
1196.0	1.0
1197.0	2.0
1198.0	2.0
1199.0	1.0
1201.0	1.0
1204.0	2.0
1205.0	1.0
1207.0	2.0
1209.0	2.0
1210.0	2.0
1212.0	1.0
1214.0	2.0
1216.0	1.0
1220.0	1.0
1221.0	1.0
1223.0	1.0
1225.0	2.0
1227.0	1.0
1232.0	1.0
1233.0	1.0
1235.0	1.0
1236.0	1.0
1237.0	2.0
1238.0	2.0
1241.0	1.0
1242.0	1.0
1244.0	1.0
1245.0	1.0
1246.0	1.0
1248.0	1.0
1249.0	1.0
1250.0	1.0
1253.0	2.0
1256.0	1.0
1257.0	1.0
1261.0	1.0
1264.0	1.0
1266.0	2.0
1267.0	1.0
1268.0	1.0
1271.0	2.0
1272.0	3.0
1274.0	1.0
1275.0	1.0
1279.0	1.0
1280.0	1.0
1281.0	3.0
1283.0	1.0
1285.0	1.0
1287.0	1.0
1288.0	1.0
1294.0	1.0
1295.0	1.0
1297.0	1.0
1298.0	2.0
1300.0	1.0
1303.0	1.0
1307.0	1.0
1311.0	1.0
1312.0	2.0
1316.0	2.0
1317.0	1.0
1322.0	1.0
1323.0	1.0
1326.0	1.0
1327.0	1.0
1329.0	1.0
1331.0	2.0
1334.0	1.0
1340.0	1.0
1342.0	1.0
1343.0	1.0
1348.0	2.0
1349.0	2.0
1351.0	1.0
1352.0	1.0
1353.0	2.0
1358.0	1.0
1361.0	3.0
1362.0	1.0
1363.0	1.0
1366.0	1.0
1367.0	1.0
1370.0	1.0
1372.0	1.0
1374.0	2.0
1378.0	2.0
1379.0	2.0
1380.0	1.0
1394.0	1.0
1399.0	1.0
1400.0	2.0
1413.0	1.0
1432.0	2.0
1439.0	1.0
1440.0	1.0
1442.0	1.0
1446.0	1.0
1455.0	1.0
1463.0	1.0
1470.0	1.0
1476.0	2.0
1480.0	1.0
1492.0	1.0
1493.0	1.0
1498.0	1.0
1503.0	1.0
1507.0	1.0
1515.0	1.0
1520.0	1.0
1522.0	1.0
1526.0	1.0
1535.0	1.0
1537.0	1.0
1541.0	1.0
1546.0	1.0
1549.0	1.0
1564.0	1.0
1566.0	2.0
1568.0	1.0
1584.0	1.0
1587.0	1.0
1591.0	1.0
1593.0	1.0
1601.0	1.0
1604.0	1.0
1617.0	1.0
1619.0	1.0
1624.0	1.0
1631.0	1.0
1636.0	1.0
1644.0	2.0
1645.0	1.0
1658.0	1.0
1662.0	1.0
1664.0	1.0
1673.0	1.0
1674.0	1.0
1676.0	2.0
1679.0	1.0
1681.0	1.0
1683.0	1.0
1685.0	1.0
1686.0	1.0
1687.0	1.0
1688.0	1.0
1692.0	2.0
1701.0	1.0
1706.0	1.0
1707.0	2.0
1711.0	1.0
1714.0	1.0
1724.0	1.0
1727.0	1.0
1728.0	1.0
1732.0	1.0
1742.0	1.0
1748.0	1.0
1749.0	1.0
1751.0	1.0
1754.0	1.0
1755.0	1.0
1758.0	1.0
1759.0	1.0
1760.0	1.0
1769.0	1.0
1780.0	1.0
1785.0	1.0
1786.0	1.0
1802.0	1.0
1816.0	2.0
1819.0	1.0
1825.0	1.0
1833.0	1.0
1839.0	1.0
1852.0	1.0
1861.0	1.0
1863.0	1.0
1870.0	1.0
1877.0	1.0
1890.0	1.0
1894.0	1.0
1901.0	1.0
1907.0	1.0
1909.0	1.0
1914.0	1.0
1931.0	1.0
1933.0	1.0
1937.0	1.0
1952.0	1.0
1953.0	1.0
1958.0	1.0
1972.0	1.0
1973.0	1.0
1979.0	1.0
1980.0	1.0
1988.0	1.0
2001.0	1.0
2005.0	1.0
2008.0	1.0
2023.0	1.0
2028.0	1.0
2030.0	1.0
2035.0	1.0
2036.0	1.0
2038.0	1.0
2055.0	1.0
2062.0	1.0
2064.0	3.0
2076.0	1.0
2079.0	2.0
2084.0	2.0
2089.0	1.0
2090.0	1.0
2091.0	1.0
2092.0	1.0
2093.0	1.0
2097.0	1.0
2101.0	1.0
2103.0	1.0
2104.0	1.0
2106.0	1.0
2107.0	1.0
2115.0	1.0
2118.0	1.0
2137.0	1.0
2148.0	1.0
2167.0	1.0
2169.0	1.0
2190.0	1.0
2192.0	1.0
2209.0	1.0
2211.0	1.0
2227.0	1.0
2233.0	1.0
2252.0	1.0
2253.0	1.0
2258.0	1.0
2272.0	1.0
2279.0	1.0
2289.0	1.0
2295.0	1.0
2298.0	1.0
2300.0	1.0
2301.0	1.0
2306.0	1.0
2308.0	1.0
