#Coverage	Number of genomic locations
356.0	4.0
358.0	1.0
359.0	3.0
360.0	1.0
361.0	3.0
362.0	2.0
363.0	3.0
364.0	3.0
365.0	7.0
366.0	1.0
367.0	4.0
368.0	2.0
369.0	3.0
371.0	1.0
374.0	1.0
376.0	3.0
377.0	2.0
378.0	2.0
380.0	1.0
381.0	1.0
383.0	1.0
385.0	1.0
386.0	1.0
388.0	3.0
389.0	2.0
390.0	1.0
391.0	2.0
393.0	1.0
394.0	1.0
397.0	1.0
398.0	1.0
400.0	1.0
402.0	1.0
403.0	1.0
404.0	4.0
406.0	1.0
409.0	1.0
411.0	3.0
413.0	2.0
414.0	1.0
416.0	3.0
418.0	2.0
419.0	1.0
420.0	1.0
421.0	1.0
423.0	3.0
425.0	3.0
427.0	1.0
430.0	1.0
431.0	1.0
432.0	2.0
433.0	1.0
434.0	3.0
440.0	1.0
441.0	1.0
442.0	4.0
445.0	2.0
446.0	2.0
451.0	2.0
452.0	1.0
454.0	2.0
455.0	1.0
456.0	2.0
457.0	1.0
459.0	1.0
461.0	2.0
462.0	1.0
463.0	1.0
464.0	1.0
466.0	1.0
467.0	1.0
468.0	2.0
469.0	1.0
470.0	1.0
472.0	2.0
473.0	2.0
474.0	2.0
476.0	1.0
478.0	2.0
481.0	2.0
482.0	1.0
483.0	4.0
485.0	1.0
489.0	1.0
492.0	1.0
493.0	2.0
494.0	3.0
495.0	3.0
496.0	1.0
497.0	2.0
499.0	1.0
501.0	1.0
503.0	1.0
504.0	2.0
505.0	1.0
506.0	2.0
507.0	2.0
508.0	1.0
509.0	2.0
511.0	3.0
512.0	3.0
514.0	3.0
515.0	2.0
519.0	4.0
520.0	3.0
522.0	1.0
523.0	2.0
524.0	1.0
525.0	4.0
526.0	4.0
527.0	1.0
528.0	1.0
529.0	4.0
530.0	4.0
531.0	1.0
532.0	1.0
535.0	2.0
538.0	2.0
539.0	1.0
540.0	2.0
541.0	1.0
542.0	3.0
543.0	1.0
545.0	3.0
546.0	2.0
547.0	2.0
549.0	3.0
550.0	2.0
551.0	2.0
552.0	2.0
553.0	1.0
554.0	2.0
556.0	2.0
558.0	1.0
560.0	1.0
561.0	4.0
563.0	3.0
564.0	1.0
567.0	2.0
568.0	1.0
570.0	4.0
573.0	1.0
574.0	2.0
575.0	1.0
576.0	3.0
577.0	3.0
580.0	2.0
581.0	1.0
584.0	3.0
586.0	3.0
587.0	1.0
589.0	2.0
590.0	2.0
591.0	1.0
593.0	1.0
594.0	1.0
595.0	2.0
596.0	2.0
598.0	2.0
600.0	1.0
601.0	1.0
602.0	3.0
604.0	2.0
605.0	2.0
606.0	1.0
608.0	1.0
609.0	2.0
610.0	2.0
611.0	1.0
613.0	2.0
615.0	4.0
618.0	3.0
619.0	1.0
621.0	3.0
623.0	1.0
624.0	1.0
626.0	1.0
627.0	1.0
629.0	2.0
630.0	1.0
631.0	4.0
633.0	2.0
634.0	2.0
635.0	3.0
636.0	2.0
637.0	1.0
638.0	1.0
639.0	2.0
641.0	2.0
642.0	2.0
643.0	1.0
645.0	3.0
646.0	3.0
647.0	2.0
648.0	1.0
650.0	1.0
651.0	2.0
652.0	1.0
653.0	3.0
654.0	1.0
655.0	1.0
657.0	4.0
658.0	2.0
659.0	1.0
660.0	1.0
662.0	2.0
663.0	2.0
664.0	1.0
666.0	2.0
668.0	2.0
669.0	1.0
670.0	3.0
671.0	3.0
672.0	2.0
673.0	1.0
675.0	1.0
676.0	1.0
677.0	3.0
680.0	3.0
681.0	3.0
682.0	1.0
683.0	2.0
684.0	3.0
685.0	1.0
687.0	2.0
688.0	3.0
690.0	2.0
691.0	3.0
692.0	3.0
693.0	2.0
694.0	3.0
695.0	3.0
697.0	1.0
698.0	2.0
699.0	1.0
701.0	1.0
704.0	2.0
705.0	3.0
706.0	2.0
707.0	1.0
708.0	1.0
709.0	3.0
710.0	3.0
711.0	3.0
712.0	1.0
713.0	2.0
714.0	1.0
715.0	2.0
717.0	1.0
721.0	1.0
722.0	1.0
723.0	2.0
724.0	2.0
732.0	2.0
733.0	1.0
735.0	1.0
736.0	1.0
737.0	2.0
741.0	3.0
745.0	1.0
757.0	1.0
758.0	1.0
763.0	1.0
767.0	1.0
779.0	1.0
781.0	2.0
782.0	1.0
783.0	1.0
788.0	1.0
789.0	1.0
793.0	1.0
797.0	2.0
798.0	3.0
802.0	1.0
803.0	1.0
810.0	1.0
811.0	1.0
813.0	1.0
818.0	2.0
821.0	1.0
822.0	1.0
823.0	1.0
824.0	1.0
827.0	1.0
828.0	4.0
830.0	1.0
833.0	1.0
834.0	1.0
837.0	1.0
838.0	1.0
839.0	1.0
844.0	1.0
848.0	1.0
849.0	1.0
853.0	1.0
870.0	1.0
888.0	1.0
896.0	1.0
921.0	1.0
922.0	1.0
942.0	1.0
954.0	1.0
973.0	1.0
989.0	1.0
1006.0	1.0
1019.0	1.0
1033.0	1.0
1049.0	1.0
1054.0	1.0
1079.0	2.0
1101.0	1.0
1107.0	1.0
1126.0	1.0
1128.0	1.0
1146.0	1.0
1150.0	1.0
1171.0	2.0
1182.0	1.0
1190.0	2.0
1200.0	1.0
1208.0	1.0
1211.0	1.0
1224.0	1.0
1228.0	1.0
1236.0	1.0
1240.0	1.0
1252.0	1.0
1254.0	1.0
1257.0	1.0
1265.0	1.0
1269.0	1.0
1270.0	1.0
1271.0	1.0
1274.0	1.0
1278.0	1.0
1279.0	1.0
